Flow;Area;Perim.;Circularity;Major;Minor;Aspect.Ratio;Angle;cellComment;Comment
2;2596.419;241.706;0.558;83.14;39.763;2.091;160.823;change;
2;2322.084;283.907;0.362;92.63;31.918;2.902;163.384;change;
2;1917.32668;186.79853;0.69049;69.46847;35.14135;1.97683;26.44154;change;
2;1935.83563;192.58619;0.65589;60.40075;40.80715;1.48015;37.90381;change;
2;1975.14922;208.17836;0.57272;81.30645;30.93036;2.62869;73.56142;change;
2;1591.33953;213.18939;0.43999;89.07592;22.7464;3.91604;60.2498;change;
2;2410.03788;229.17923;0.57661;88.0303;34.85795;2.5254;22.06118;change;
2;2410.03788;229.17923;0.57661;88.0303;34.85795;2.5254;22.06118;change;
2;2494.83471;235.90761;0.56334;79.94608;39.73331;2.01207;78.21119;change;
2;3733.49977;261.75634;0.68475;91.89023;51.73172;1.77628;37.59449;change;
2;3282.97176;232.81397;0.76113;84.59927;49.40952;1.71221;86.29352;change;
2;4419.9235;289.3618;0.66335;113.67555;49.506;2.2962;129.44993;change;
2;1140.89227;140.74939;0.7237;55.3722;26.23391;2.11071;97.88667;change;
2;1277.33609;191.22836;0.43895;74.43295;21.84993;3.40655;116.47096;change;
2;1692.50682;217.60856;0.44915;82.49917;26.12107;3.15834;117.85823;change;
2;921.82305;123.26362;0.76241;47.62389;24.64523;1.93238;101.76878;change;
2;977.97717;162.72614;0.46411;62.28849;19.99084;3.11585;117.46512;change;
2;1090.48007;212.62315;0.30311;87.83183;15.80796;5.55618;97.40784;change;
2;851.84936;135.47959;0.58321;57.47446;18.87114;3.04563;113.53434;change;
2;1242.39791;178.05255;0.49246;72.09354;21.94191;3.28565;88.23693;change;
2;1003.18327;160.87946;0.48707;56.35283;22.66599;2.48623;75.1443;change;
2;1959.16593;180.50538;0.75562;71.43827;34.91808;2.04588;99.84163;change;
2;1959.16593;180.50538;0.75562;71.43827;34.91808;2.04588;99.84163;change;
2;1693.38271;265.62209;0.3016;114.62195;18.81037;6.09355;85.11706;change;
2;1300.88774;199.88915;0.40914;86.01845;19.25566;4.46718;101.73194;change;
2;2072.25276;235.86605;0.46808;104.44775;25.26119;4.13471;110.63916;change;
2;1464.5814;150.26439;0.8151;46.9909;39.68349;1.18414;95.62191;change;
2;1814.35252;192.40011;0.61592;72.34218;31.93303;2.26543;132.51563;change;
2;1859.70403;225.70451;0.45875;100.58041;23.54185;4.27241;123.85262;change;
2;1247.45859;170.64691;0.53832;71.0325;22.36038;3.17671;91.8044;change;
2;1348.08835;147.16443;0.78221;56.06957;30.61267;1.83158;93.80176;change;
2;985.5682;171.59203;0.42063;76.40694;16.42344;4.65231;101.31143;change;
2;2388.25354;224.21493;0.59698;81.96041;37.10107;2.20911;107.51179;change;
2;925.22927;118.32962;0.83037;45.13291;26.10154;1.72913;120.20781;change;
2;2564.79355;223.47145;0.64538;87.04342;37.51687;2.32011;118.87758;change;
2;2115.56053;253.44843;0.41386;100.78693;26.72584;3.77114;136.7877;change;
2;1839.16933;181.33164;0.70289;63.00966;37.16419;1.69544;144.10763;change;
2;1039.77591;130.57146;0.7664;50.53791;26.19585;1.92923;144.31982;change;
2;1039.77591;130.57146;0.7664;50.53791;26.19585;1.92923;144.31982;change;
2;1315.09658;172.96507;0.5524;70.85952;23.63032;2.99867;108.05095;change;
2;760.5624;120.68051;0.65625;47.1614;20.53328;2.29683;123.48799;change;
2;950.43537;158.7811;0.47373;48.43141;24.98651;1.9383;94.0478;change;
2;741.48752;131.92528;0.53537;44.09741;21.40922;2.05974;151.43955;change;
2;1095.15147;214.43816;0.29928;73.51726;18.96684;3.87609;99.27386;change;
2;874.23315;130.58038;0.64429;55.34556;20.11197;2.75187;107.93277;change;
2;1026.6376;158.32201;0.51469;68.9671;18.95332;3.63879;107.1704;change;
2;1086.10063;151.31633;0.59609;52.60607;26.2872;2.0012;115.15031;change;
2;1423.41468;204.89242;0.42608;87.67374;20.6715;4.24129;97.54828;change;
2;1051.64905;196.49722;0.34227;83.32455;16.06971;5.18519;86.85244;change;
2;1514.11771;236.64529;0.33976;96.674;19.9416;4.84785;93.99709;change;
2;1332.32237;239.10349;0.29285;109.46079;15.49747;7.06314;89.6899;change;
2;1252.90856;186.06676;0.45477;80.38634;19.84482;4.05075;86.34261;change;
2;1229.25959;172.29563;0.52036;67.89059;23.05389;2.94487;75.25771;change;
2;759.97848;214.71599;0.20715;73.74237;13.12183;5.61982;93.48057;change;
2;1047.95086;177.59936;0.41751;71.79869;18.5838;3.86351;62.69472;change;
2;983.2325;156.88147;0.50202;60.99496;20.52449;2.97181;81.97611;change;
2;805.32999;124.12778;0.65682;44.93114;22.8211;1.96884;141.10325;change;
2;859.24574;148.70933;0.48826;59.96706;18.24378;3.28699;131.97029;change;
2;1223.03106;214.25889;0.33479;93.59155;16.63838;5.62504;122.37367;change;
2;887.46879;142.99422;0.54541;50.03121;22.58511;2.21523;133.68901;change;
2;1018.75461;185.86634;0.37058;75.51658;17.17661;4.39648;126.28717;change;
2;587.91523;97.53752;0.77657;36.22236;20.6656;1.75279;163.46687;change;
2;1054.666;131.29173;0.76886;43.28467;31.02351;1.39522;156.00712;change;
2;1255.92551;155.10579;0.65602;56.93342;28.08709;2.02703;131.37362;change;
2;1896.88059;297.4398;0.26943;113.22381;21.33106;5.30793;120.79656;change;
2;1043.66874;139.45079;0.67442;51.14807;25.98026;1.96873;126.42826;change;
2;3127.79464;281.3933;0.49639;120.2408;33.12047;3.63041;116.82184;change;
3;2250.93589;211.40091;0.63294;66.76926;42.92366;1.55554;140.2855;Disc 1;
3;1243.08029;158.8168;0.61932;55.62513;28.45367;1.95494;111.52021;Disc 1;
3;1350.42529;161.35154;0.65183;46.89464;36.66549;1.27899;119.8876;Disc 1;
3;1326.7763;162.02788;0.63508;64.28222;26.27949;2.4461;124.16656;Disc 1;
3;1381.76263;163.4082;0.65027;59.27029;29.68291;1.99678;117.69705;Disc 1;
3;1164.5423;143.17809;0.71386;59.45543;24.9387;2.38406;118.41513;Disc 1;
3;2979.18844;237.57257;0.66331;84.25883;45.01867;1.87164;120.27401;Disc 1;
3;5044.04671;272.41443;0.85414;96.52523;66.53472;1.45075;120.3396;Disc 1;
3;1461.95508;159.93266;0.71824;49.53163;37.58041;1.31802;159.86761;Disc 1;
3;1717.61717;191.88694;0.5862;85.34378;25.62504;3.33048;133.93551;Disc 1;
3;1481.6139;160.9445;0.71877;62.03341;30.41022;2.03989;115.69955;Disc 1;
3;1111.79435;150.36476;0.61793;59.38234;23.83841;2.49104;118.54145;Disc 1;
3;1067.80529;148.90938;0.60514;56.05367;24.25482;2.31103;86.39917;Disc 1;
3;1379.71889;156.32384;0.7095;62.27124;28.21066;2.20737;78.49808;Disc 1;
3;1389.0617;148.04891;0.79638;47.72619;37.05739;1.2879;112.32089;Disc 1;
3;2022.81562;182.09502;0.7666;69.17127;37.23408;1.85774;48.15086;Disc 1;
3;1656.49859;185.19454;0.60694;74.12578;28.45325;2.60518;9.26263;Disc 2;
3;2284.21822;207.65564;0.66567;83.23801;34.94025;2.3823;8.25436;Disc 2;
3;881.33783;143.5677;0.53733;58.78975;19.08758;3.08;11.33659;Disc 2;
3;1955.76028;211.36019;0.55015;71.66948;34.74493;2.06273;3.29945;Disc 2;
3;1863.59741;261.05209;0.34364;103.28022;22.97445;4.49544;168.86315;Disc 2;
3;1540.39479;196.4479;0.50159;89.65249;21.8766;4.0981;172.35394;Disc 2;
3;2163.3457;209.43895;0.61976;81.7326;33.70084;2.42524;8.84355;Disc 2;
3;1215.63503;197.34138;0.39226;74.06434;20.89797;3.54409;19.93728;Disc 2;
3;1464.58183;206.96667;0.42966;74.53205;25.01962;2.97894;23.22003;Disc 2;
3;1221.37696;193.61238;0.40944;65.99012;23.56573;2.80026;161.25406;Disc 2;
3;971.35964;135.90025;0.66092;53.62359;23.06398;2.32499;178.782;Disc 2;
3;1355.48513;192.13842;0.4614;83.97017;20.55322;4.0855;5.59871;Disc 2;
3;717.5468;111.37883;0.72687;40.60736;22.49861;1.80488;157.01291;Disc 2;
3;717.5468;111.37883;0.72687;40.60736;22.49861;1.80488;157.01291;Disc 2;
3;540.22817;116.05395;0.50404;33.47361;20.54872;1.62899;172.5284;Disc 2;
3;1542.82781;170.7168;0.66523;59.03114;33.27717;1.77392;13.77751;Disc 2;
3;2906.29325;287.62629;0.44146;105.51444;35.07015;3.00867;22.66343;Disc 2;
3;1570.85622;166.93152;0.70839;66.51123;30.07126;2.21179;14.91572;Disc 2;
3;1353.73335;158.0282;0.6812;62.98223;27.36687;2.3014;153.85238;Disc 2;
3;794.13833;121.74336;0.67331;39.93795;25.31748;1.57748;165.92288;Disc 2;
3;1025.37272;150.43052;0.5694;65.25598;20.00652;3.26174;149.40657;Disc 2;
3;2196.53212;206.56103;0.64692;74.16298;37.71034;1.96665;18.0295;Disc 2;
3;1.45981;21.60707;0.03929;6.55938;0.28336;23.14823;80.79459;Disc 2;
3;1614.94258;169.55108;0.70594;56.24671;36.55696;1.5386;27.68566;Disc 2;
3;1564.62769;180.3401;0.60456;69.23424;28.774;2.40614;2.49553;Disc 2;
3;2425.23617;228.38323;0.5843;73.66221;41.91982;1.75722;108.74344;Disc4;
3;1375.82519;158.6829;0.68661;46.01144;38.07216;1.20853;147.00347;Disc4;
3;841.24163;137.43195;0.5597;39.02702;27.44514;1.422;139.66184;Disc4;
3;864.20936;137.50585;0.57436;42.44804;25.92217;1.63752;125.7764;Disc4;
3;2012.01174;187.96039;0.71566;72.82823;35.17555;2.07042;139.00703;Disc4;
3;518.03901;100.96933;0.63855;33.43807;19.72565;1.69516;134.41372;Disc4;
3;716.96288;114.58843;0.68616;40.95154;22.29136;1.8371;120.5559;Disc4;
3;686.01484;110.04018;0.71194;37.51187;23.28493;1.61099;107.98782;Disc4;
3;2441.87804;199.29088;0.77261;78.12857;39.79461;1.9633;147.39392;Disc4;
3;1393.73223;184.88924;0.51235;68.3539;25.96128;2.63292;173.44345;Disc4;
3;1500.88251;158.60466;0.74976;58.60355;32.60866;1.79718;172.04929;Disc4;
3;704.99241;109.01656;0.74543;39.06015;22.98056;1.6997;55.70355;Disc4;
3;1758.10158;183.73019;0.65447;69.75566;32.09036;2.17373;111.31157;Disc4;
3;1645.59865;162.69942;0.7812;60.32839;34.7306;1.73704;83.64859;Disc4;
3;1545.55279;181.99156;0.5864;65.99;29.82056;2.2129;44.7231;Disc4;
3;1579.42046;187.00223;0.56756;79.54559;25.28085;3.14648;77.32601;Disc4;
3;2080.72028;189.55194;0.72772;71.5648;37.01897;1.93319;66.03569;Disc4;
3;945.47229;173.03946;0.3968;76.15834;15.80671;4.8181;159.76646;Disc4;
3;2169.57424;256.23533;0.41525;101.09993;27.32334;3.70013;160.64195;Disc4;
3;1088.14469;150.55912;0.60323;56.97326;24.31788;2.34285;133.88031;Disc4;
3;1222.44749;137.13528;0.81685;42.50249;36.62065;1.16062;50.83548;Disc4;
3;961.14095;134.03969;0.67225;40.99346;29.85263;1.37319;106.33676;Disc4;
3;833.35864;110.34026;0.86015;35.76868;29.66464;1.20577;94.08756;Disc4;
3;1446.48014;152.65754;0.77998;44.47396;41.4111;1.07396;174.32386;Disc4;
3;830.14705;135.90943;0.56476;46.00346;22.97601;2.00224;20.04154;Disc4;
3;1895.22669;218.80479;0.49746;88.23183;27.34929;3.22611;157.21801;Disc4;
3;1288.13908;176.30848;0.52075;61.83101;26.52568;2.33099;172.4639;Disc3;
3;2048.89635;196.14043;0.66926;63.21684;41.26647;1.53192;170.26696;Disc3;
3;1777.37112;184.74054;0.65443;79.39719;28.50251;2.78562;173.56045;Disc3;
3;1026.54058;170.51229;0.44368;69.96438;18.68139;3.74514;5.75738;Disc3;
3;1127.65696;170.74364;0.48607;69.96671;20.52087;3.40954;13.29369;Disc3;
3;795.8901;163.6265;0.37356;59.46404;17.04154;3.48936;20.52059;Disc3;
3;2513.31156;258.02098;0.4744;91.18968;35.09221;2.59857;4.82227;Disc3;
3;997.44163;132.04886;0.71883;48.33043;26.27707;1.83926;19.13463;Disc3;
3;974.76587;137.17479;0.65097;55.02339;22.55605;2.43941;27.62205;Disc3;
3;1807.92987;201.21322;0.56115;84.6049;27.20797;3.10956;179.34929;Disc3;
3;1823.20925;200.08604;0.57229;80.57226;28.81118;2.79656;1.97588;Disc3;
3;1819.41373;173.35137;0.76083;70.72856;32.75267;2.15947;1.64942;Disc3;
3;1039.38693;146.9602;0.60477;58.11531;22.77177;2.55208;20.42774;Disc3;
3;1845.10644;211.31739;0.51923;81.78131;28.72615;2.84693;13.06963;Disc3;
3;997.44163;155.31939;0.51957;50.01485;25.3921;1.9697;16.87539;Disc3;
3;1142.83902;145.35177;0.67976;50.81667;28.63446;1.77467;175.06341;Disc3;
3;1288.62569;143.17281;0.78998;55.71595;29.4481;1.892;170.16138;Disc3;
3;1466.23628;194.84131;0.48535;74.57913;25.03207;2.97934;7.04029;Disc3;
3;1274.2222;198.45492;0.40657;88.89909;18.24979;4.87124;169.38195;Disc3;
3;987.0283;145.86324;0.58297;55.49964;22.64381;2.45099;167.32902;Disc3;
3;864.404;131.6386;0.62684;45.22746;24.33463;1.85856;10.08256;Disc3;
3;1589.93111;180.39292;0.61397;74.62025;27.12887;2.75058;176.67427;Disc3;
3;1559.17772;195.09652;0.51476;58.14781;34.1407;1.70318;2.19546;Disc3;
3;2695.39892;325.07888;0.32052;107.35146;31.96872;3.35802;161.77233;Disc3;
3;1791.87193;197.27234;0.57861;73.40461;31.08091;2.36173;166.56457;Disc3;
3;1066.53945;134.48638;0.74102;45.53747;29.82072;1.52704;2.16136;Disc3;
3;1034.52089;169.2286;0.45394;69.37878;18.98553;3.6543;96.47345;Disc5;
3;1476.55229;187.55383;0.52748;68.08602;27.6122;2.4658;69.94149;Disc5;
3;1274.41684;174.1326;0.52815;70.24121;23.10094;3.04062;92.20756;Disc5;
3;2047.7285;223.49907;0.51515;97.05093;26.86475;3.61258;91.14081;Disc5;
3;1307.50594;147.59286;0.75426;56.30882;29.56497;1.90458;66.55072;Disc5;
3;1384.68139;167.06973;0.6234;63.94602;27.57061;2.31935;88.69029;Disc5;
3;2497.35094;261.50804;0.4589;108.87821;29.20443;3.72814;91.87733;Disc5;
3;2036.92589;204.519;0.61195;60.75;42.69127;1.42301;112.13628;Disc5;
3;1034.22892;125.60297;0.82381;44.05823;29.8882;1.4741;94.92714;Disc5;
3;921.53135;120.55447;0.79681;37.37705;31.39173;1.19067;54.56707;Disc5;
3;1168.33709;153.56443;0.62258;59.55893;24.97649;2.3846;102.03277;Disc5;
3;1506.04052;170.84877;0.64837;63.95163;29.98439;2.13283;89.02751;Disc5;
3;919.29297;140.87255;0.58212;53.34559;21.94146;2.43127;87.26707;Disc5;
3;1058.26718;150.10612;0.59021;54.09548;24.90832;2.17178;93.36148;Disc5;
3;1462.92737;178.08823;0.57965;77.02076;24.18383;3.1848;92.99169;Disc5;
3;1303.51578;162.0159;0.62404;58.14452;28.54418;2.037;74.11318;Disc5;
3;1719.4652;183.81909;0.63947;57.36501;38.16422;1.50311;62.91574;Disc5;
3;919.97422;126.68473;0.72034;42.39488;27.62946;1.53441;77.60598;Disc5;
3;2209.28115;222.81805;0.55919;77.0662;36.50036;2.11138;90.92187;Disc5;
3;2700.16764;265.12462;0.48273;91.07927;37.7469;2.41289;108.88347;Disc5;
3;2672.91779;261.86815;0.48981;93.62511;36.34991;2.57566;81.31026;Disc5;
3;3341.41488;297.08797;0.47574;109.98495;38.68185;2.84332;101.34791;Disc5;
3;1215.63503;156.62013;0.62276;63.95095;24.20284;2.64229;103.16842;Disc5;
3;915.59478;150.04385;0.51107;53.09431;21.95662;2.41815;104.08348;Disc5;
3;1485.7;222.534;0.377;63.435;29.82;2.127;179.047;Disc6;
3;1547.207;187.465;0.553;74.712;26.367;2.833;1.926;Disc 6;
3;999.875;141.003;0.632;60.159;21.162;2.843;6.597;Disc6;
3;1142.839;148.772;0.649;63.833;22.796;2.8;3.794;Disc6;
3;1326.97;156.762;0.679;62.437;27.06;2.307;3.174;Disc6;
3;1724.137;256.879;0.328;110.601;19.848;5.572;6.283;Disc6;
3;1299.136;151.446;0.712;60.349;27.409;2.202;179.677;Disc6;
3;985.958;137.815;0.652;48.916;25.664;1.906;165.861;Disc6;
3;743.24;135.739;0.507;58.621;16.143;3.631;13.326;Disc6;
3;1227.995;158.75;0.612;53.73;29.1;1.846;10.871;Disc6;
3;2608.199;247.587;0.535;100.777;32.952;3.058;4.749;Disc6;
3;1158.021;166.903;0.522;71.958;20.49;3.512;172.828;Disc6;
3;1423.318;186.57;0.514;82.953;21.846;3.797;171.154;Disc6;
3;1558.107;170.596;0.673;70.9;27.981;2.534;23.316;Disc6;
3;1878.585;227.508;0.456;83.545;28.63;2.918;12.525;Disc6;
3;1790.023;202.891;0.546;71.634;31.816;2.252;9.043;Disc6;
3;939.633;137.309;0.626;46.996;25.457;1.846;23.866;Disc6;
3;1433.634;220.713;0.37;97.211;18.777;5.177;169.511;Disc6;
3;1479.375;167.187;0.665;58.232;32.346;1.8;10.551;Disc6;
3;786.645;118.179;0.708;41.131;24.351;1.689;114.053;Disc6;
3;1010.093;118.172;0.909;39.209;32.801;1.195;131.491;Disc6;
3;1149.749;149.937;0.643;48.15;30.403;1.584;13.479;Disc6;
3;1281.424;180.725;0.493;73.812;22.104;3.339;170.724;Disc6;
3;755.891;120.948;0.649;42.476;22.658;1.875;10.604;Disc6;
3;477.164;92.864;0.695;33.942;17.9;1.896;2.215;Disc6;
3;872.871;127.263;0.677;53.012;20.965;2.529;10.561;Disc6;
3;909.658;151.49;0.498;63.143;18.343;3.442;15.146;Disc6;
3;1534.166;198.882;0.487;71.117;27.467;2.589;28.874;Disc6;
3;888.734;121.346;0.758;41.947;26.976;1.555;18.989;Disc6;
3;1681.997;193.397;0.565;80.379;26.643;3.017;10.914;Disc6;
3;1289.112;208.427;0.373;97.311;16.867;5.769;5.658;Disc6;
3;736.524;126.521;0.578;55.173;16.997;3.246;7.416;Disc6;
3;1173.106;154.042;0.621;51.752;28.862;1.793;14.564;Disc6;
3;759.784;115.69;0.713;44.461;21.758;2.043;18.729;Disc6;
3;1174.468;145.657;0.696;46.034;32.484;1.417;48.163;Disc6;
3;1260.792;152.907;0.678;66.05;24.304;2.718;173.646;Disc6;
3;977.102;139.226;0.633;55.275;22.507;2.456;11.418;Disc6;
3;1173.3;172.517;0.495;77.087;19.379;3.978;17.092;Disc6;
3;1050.968;128.866;0.795;45.456;29.438;1.544;76.639;Disc7;
3;802.411;117.904;0.725;45.821;22.297;2.055;55.841;Disc7;
3;1574.068;160.253;0.77;60.841;32.941;1.847;16.266;Disc7;
3;1124.835;138.862;0.733;56.603;25.302;2.237;40.901;Disc7;
3;1335.145;159.977;0.656;67.107;25.332;2.649;47.265;Disc7;
3;1194.127;179.907;0.464;74.788;20.329;3.679;57.36;Disc7;
3;1675.476;174.486;0.692;54.031;39.483;1.368;21.751;Disc7;
3;2558.371;251.187;0.51;93.078;34.997;2.66;16.752;Disc7;
3;1117.341;197.753;0.359;72.197;19.705;3.664;69.949;Disc7;
3;1188.872;158.831;0.592;59.971;25.241;2.376;98.428;Disc7;
3;2967.703;239.5;0.65;96.162;39.294;2.447;10.205;Disc7;
3;990.629;129.382;0.744;48;26.277;1.827;19.3;Disc7;
3;1616.402;217.564;0.429;81.944;25.116;3.263;62.864;Disc7;
3;2088.701;190.982;0.72;79.495;33.454;2.376;35.042;Disc8;
3;1766.86;184.361;0.653;79.106;28.438;2.782;30.661;Disc8;
3;1816.494;213.681;0.5;93.544;24.725;3.783;39.848;Disc8;
3;1137.681;154.488;0.599;62.252;23.269;2.675;58.669;Disc8;
3;1217.289;162.163;0.582;62.113;24.953;2.489;49.318;Disc8;
3;1131.452;177.574;0.451;78.735;18.297;4.303;43.712;Disc8;
3;6766.526;343.058;0.723;126.376;68.173;1.854;17.853;Disc8;
3;2947.363;341.98;0.317;126.043;29.773;4.233;32.588;Disc8;
3;1975.322;195.767;0.648;72.112;34.877;2.068;18.864;Disc8;
3;1264.587;143.172;0.775;45.448;35.428;1.283;30.254;Disc8;
3;1391.688;155.583;0.722;55.158;32.125;1.717;24.759;Disc8;
3;1792.65;208.02;0.521;85.826;26.594;3.227;25.492;Disc8;
3;1540.395;176.481;0.622;75.527;25.968;2.908;47.496;Disc8;
3;1422.15;217.769;0.377;97.384;18.594;5.237;53.804;Disc8;
3;1720.925;179.374;0.672;67.066;32.672;2.053;43.216;Disc8;
3;988.975;170.281;0.429;66.958;18.806;3.56;53.731;Disc8;
3;1218.263;211.917;0.341;93.274;16.63;5.609;57.073;Disc8;
3;1088.047;147.88;0.625;58.532;23.668;2.473;74.54;Disc8;
3;1357.14;155.157;0.708;57.925;29.831;1.942;45.686;Disc8;
3;1672.459;169.565;0.731;66.621;31.964;2.084;52.905;Disc8;
3;1471.394;159.633;0.726;54.982;34.073;1.614;18.973;Disc8;
3;798.031;142.872;0.491;58.024;17.512;3.313;43.884;Disc8;
3;1209.406;152.288;0.655;47.494;32.422;1.465;57.537;Disc8;
3;1393.538;142.531;0.862;47.722;37.18;1.284;54.81;Disc8;
3;2128.116;223.836;0.534;89.468;30.286;2.954;177.132;Disc9;
3;558.135;97.326;0.74;38.144;18.63;2.047;169.262;Disc9;
3;1405.119;209.252;0.403;94.274;18.977;4.968;176.568;Disc9;
3;977.102;189.156;0.343;83.845;14.838;5.651;176.619;Disc9;
3;546.359;93.668;0.783;38.47;18.083;2.127;0.632;Disc9;
3;530.301;92.903;0.772;34.574;19.529;1.77;16.447;Disc9;
3;599.983;113.408;0.586;44.344;17.227;2.574;27.74;Disc9;
3;964.644;145.908;0.569;62.013;19.806;3.131;167.921;Disc9;
3;1214.37;148.053;0.696;54.751;28.24;1.939;160.343;Disc9;
3;735.843;132.307;0.528;54.594;17.161;3.181;170.52;Disc9;
3;664.507;117.314;0.607;33.158;25.517;1.299;5.39;Disc9;
3;955.983;133.031;0.679;54.172;22.469;2.411;15.076;Disc9;
3;1135.053;168.534;0.502;69.096;20.916;3.304;170.855;Disc9;
3;1299.526;171.429;0.556;49.883;33.17;1.504;47.303;Disc9;
3;757.156;149.439;0.426;67.334;14.317;4.703;176.428;Disc9;
3;892.238;140.146;0.571;56.408;20.14;2.801;23.457;Disc9;
3;804.065;163.152;0.38;62.432;16.398;3.807;0.483;Disc9;
3;634.727;124.334;0.516;51.976;15.549;3.343;4.077;Disc9;
3;1076.564;140.693;0.683;48.169;28.456;1.693;165.306;Disc9;
3;888.248;146.716;0.519;63.821;17.721;3.602;6.898;Disc9;
3;676.477;131.031;0.495;57.235;15.049;3.803;159.999;Disc9;
3;1231.79;145.502;0.731;57.875;27.099;2.136;156.794;Disc9;
3;912.578;121.574;0.776;44.618;26.042;1.713;170.848;Disc9;
3;1207.071;207.407;0.353;69.294;22.179;3.124;170.655;Disc9;
3;1032.672;147.844;0.594;59.77;21.998;2.717;114.607;Disc10;
3;1803.55;220.29;0.467;74.858;30.676;2.44;112.118;Disc10;
3;1692.215;173.631;0.705;52.856;40.764;1.297;149.561;Disc10;
3;1101.38;139.23;0.714;47.731;29.38;1.625;147.472;Disc10;
3;1275.001;164.17;0.594;53.573;30.302;1.768;179.109;Disc10;
3;1371.835;185.105;0.503;69.804;25.022;2.79;108.085;Disc10;
3;1511.588;191.343;0.519;64.966;29.625;2.193;108.267;Disc10;
3;1633.628;203.082;0.498;85.633;24.29;3.525;105.273;Disc10;
3;1357.918;189.503;0.475;80.369;21.513;3.736;106.352;Disc10;
3;2525.769;229.662;0.602;97.295;33.053;2.944;10.638;Disc10;
3;1994.981;185.175;0.731;70.577;35.991;1.961;97.72;Disc10;
3;865.669;146.937;0.504;61.262;17.992;3.405;111.341;Disc10;
3;2055.903;229.381;0.491;88.831;29.468;3.015;126.027;Disc10;
3;712.875;127.707;0.549;45.88;19.783;2.319;108.497;Disc10;
3;2328.013;232.329;0.542;90.101;32.898;2.739;127.766;Disc10;
3;1146.051;150.334;0.637;53.64;27.204;1.972;105.817;Disc10;
3;958.611;120.129;0.835;41.588;29.348;1.417;88.424;Disc10;
3;1192.473;164.262;0.555;66.985;22.666;2.955;108.486;Disc10;
3;2103.688;188.204;0.746;71.355;37.538;1.901;173.089;Disc10;
3;2075.465;181.738;0.79;73.276;36.063;2.032;15.983;Disc11;
3;1366.58;158.082;0.687;64.281;27.068;2.375;53.093;Disc11;
3;1369.013;155.82;0.709;58.441;29.826;1.959;62.764;Disc11;
3;705.479;143.239;0.432;62.993;14.259;4.418;73.605;Disc11;
3;1144.785;138.667;0.748;54.181;26.902;2.014;95.006;Disc11;
3;1155.004;134.113;0.807;48.36;30.41;1.59;68.055;Disc11;
3;1585.26;195.61;0.521;78.831;25.604;3.079;44.282;Disc11;
3;1497.671;168.809;0.66;65.984;28.899;2.283;45.691;Disc11;
3;903.819;139.668;0.582;59.315;19.401;3.057;52.688;Disc11;
3;1064.106;143.87;0.646;50.066;27.061;1.85;125.563;Disc11;
3;724.067;139.218;0.469;54.803;16.822;3.258;88.494;Disc11;
3;1150.917;147.876;0.661;55.768;26.277;2.122;91.438;Disc11;
3;1293.2;158.004;0.651;59.42;27.711;2.144;35.967;Disc11;
3;753.166;124.674;0.609;53.966;17.77;3.037;36.297;Disc11;
3;2127.337;221.787;0.543;90.347;29.98;3.014;39.522;Disc11;
3;1161.038;184.555;0.428;87.067;16.979;5.128;27.912;Disc11;
3;1955.76;250.147;0.393;91.28;27.28;3.346;30.136;Disc11;
3;527.09;101.836;0.639;37.464;17.914;2.091;110.036;Disc11;
3;1011.942;177.031;0.406;70.333;18.319;3.839;84.283;Disc11;
3;866.448;149.59;0.487;61.403;17.967;3.418;75.387;Disc11;
3;902.748;134.944;0.623;56.774;20.246;2.804;59.809;Disc11;
3;786.158;116.424;0.729;40.464;24.737;1.636;95.992;Disc11;
3;1953.717;213.93;0.536;79.022;31.479;2.51;26.564;Disc11;
3;894.865;156.183;0.461;61.749;18.452;3.347;121.534;Disc11;
3;2006.172;238.873;0.442;90.131;28.34;3.18;34.008;Disc11;
3;1138.557;161.274;0.55;62.828;23.074;2.723;102.3;Disc11;
3;848.443;164.313;0.395;72.921;14.814;4.922;77.705;Disc11;
3;990.726;120.933;0.851;40.471;31.169;1.298;84.385;Disc11;
3;981.968;150.416;0.545;68.19;18.335;3.719;40.473;Disc11;
3;1144.007;194.168;0.381;73.69;19.767;3.728;54.824;Disc11;
3;1911.187;218.558;0.503;83.679;29.08;2.877;27.744;Disc11;
3;1061.576;181.672;0.404;69.113;19.557;3.534;32.892;Disc11;
3;978.853;167.329;0.439;62.581;19.915;3.142;53.158;Disc11;
3;911.313;137.479;0.606;55.323;20.974;2.638;93.42;Disc11;
3;1126.781;143.485;0.688;57.548;24.93;2.308;106.409;Disc11;
3;959.973;124.569;0.777;41.167;29.691;1.387;15.438;Disc11;